metric_id,metric_name,n_docs,nonmissing_share,mean,median,std,cv,q1,q3,iqr,min,max,p10,p90,mean_median_gap,abs_mean_median_gap,entropy_norm,heterogeneity_level
1.0,dependency_tree_each_sentence,46,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,низкая
2.0,constituency_tree_each_sentence,46,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,низкая
3.0,dep_tree_max_depth,46,1.0,11.847826086956522,12.0,1.5875520026312844,0.13399521490098915,11.0,13.0,2.0,9.0,16.0,10.0,14.0,-0.1521739130434785,0.1521739130434785,0.9087857258868868,средняя
4.0,dep_tree_mean_depth,46,1.0,2.7786137372653723,2.7940286562534746,0.1841044240170373,0.06625765270930652,2.660265388980577,2.894611646118771,0.23434625713819424,2.3041489801550132,3.1543779020934695,2.53774088010206,3.017288716055053,-0.015414918988102322,0.015414918988102322,0.9114845028903746,средняя
5.0,const_tree_max_depth,46,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,низкая
6.0,mean_dependency_distance,46,1.0,2.7924162410790796,2.7091603459865254,0.30841398545004084,0.11044699601477026,2.5794022133240846,2.9397563487275034,0.36035413540341876,2.38928682653379,4.050240279598078,2.4677080320359637,3.1914428367782035,0.08325589509255416,0.08325589509255416,0.8571276732524032,средняя
7.0,dependency_distance_p95,46,1.0,8.832608695652173,8.5,1.5934723293086113,0.18040789354712314,8.0,9.224999999999966,1.224999999999966,7.0,15.0,7.0,11.0,0.33260869565217277,0.33260869565217277,0.8525463827503268,средняя
8.0,nonprojective_arc_ratio,46,1.0,0.007587824856773908,0.007132140126724793,0.003355780926568106,0.44225861691737484,0.0056164925163570325,0.009980780779397043,0.004364288263040011,0.000655307994757536,0.016645083501717943,0.0029861117298442606,0.011664320104197823,0.0004556847300491145,0.0004556847300491145,0.8591426284198461,средняя
9.0,mean_branching_factor,46,1.0,1.9107237491599034,1.9021562384808064,0.09157647773171618,0.04792763881852624,1.8469214811500247,1.9568255389556988,0.10990405780567403,1.7393958087349297,2.2309379091614603,1.8075851553624624,2.0249061222000693,0.008567510679097001,0.008567510679097001,0.8704108635896911,средняя
10.0,nested_subordinate_clause_ratio,46,1.0,0.15256275991341514,0.15450928381962864,0.0465399600944368,0.3050545239273981,0.1259469696969697,0.18408587930476086,0.05813890960779117,0.047619047619047616,0.2709030100334448,0.10011123470522804,0.20803285256410256,-0.0019465239062134987,0.0019465239062134987,0.8938225114429719,средняя
11.0,predicate_centers_per_sentence,46,1.0,1.5313949219429066,1.5295707732634338,0.18629402241231363,0.1216498890932453,1.4139323905802605,1.6725806451612903,0.2586482545810298,1.1975683890577509,2.0172413793103448,1.290885585003232,1.7569961489088575,0.0018241486794727813,0.0018241486794727813,0.9353436688246404,средняя
12.0,tree_template_repeat_ratio,46,1.0,0.024165200255071947,0.01056184668989547,0.062309164595947916,2.5784667181837264,0.0,0.024124313186813184,0.024124313186813184,0.0,0.42,0.0,0.03666733047894055,0.013603353565176477,0.013603353565176477,0.6591124586644929,высокая
13.0,first_token_pos_mode_share,46,1.0,0.2662898765078232,0.2522408963585434,0.04543758080978274,0.1706320247906527,0.23216835641867772,0.30164835164835163,0.06947999522967391,0.2,0.4326241134751773,0.21863266838616996,0.3208068689720066,0.0140489801492798,0.0140489801492798,0.8705256941582558,средняя
14.0,last_token_pos_mode_share,46,1.0,0.8021616135708556,0.8293260894694254,0.08450136785089273,0.1053420737433837,0.7587057533674428,0.8508535764547512,0.0921478230873084,0.5625,0.9395017793594306,0.6757398027192749,0.8861305990286023,-0.02716447589856985,0.02716447589856985,0.8624664585718685,средняя
15.0,first3_pos_pattern_mode_share,46,1.0,0.06912764820617738,0.0643681562592483,0.01656438136543366,0.239620206896514,0.05801895226175577,0.07656023222060958,0.01854127995885381,0.041666666666666664,0.1347517730496454,0.053523682200152786,0.08607219827586207,0.004759491946929081,0.004759491946929081,0.8208348889235425,средняя
16.0,last3_pos_pattern_mode_share,46,1.0,0.11381037921351489,0.109707496804271,0.03221227264070292,0.28303457789443637,0.09415133059711372,0.1304843304843305,0.03633299988721678,0.050314465408805034,0.22935779816513763,0.07903225806451614,0.1458966565349544,0.004102882409243891,0.004102882409243891,0.8439309475240252,средняя
17.0,relpos_first_finite_verb_mean,46,1.0,0.2937325584796851,0.29102257249682106,0.0314069567026426,0.10692364804637325,0.27172460423793865,0.31329945335320397,0.04157484911526532,0.23105063169750834,0.36527040260546423,0.2571339326911603,0.3377654635518942,0.0027099859828640382,0.0027099859828640382,0.9320248652292955,средняя
18.0,relpos_first_noun_mean,46,1.0,0.11897621012295694,0.11646339464014926,0.026035543500008935,0.21882982718227695,0.10254844475450206,0.13014985502042278,0.027601410265920723,0.070383638138802,0.19568743743443562,0.09166948919506049,0.1478448647120637,0.0025128154828076704,0.0025128154828076704,0.8860977986359267,средняя
