metric_id,metric_name,corpus_value
152,adverb_density_per_100w,4.070735978813379
153,verb_to_noun_ratio,0.317545820295038
154,adjective_to_noun_ratio,0.4224854716137684
155,adverb_to_verb_ratio,0.3353980432181319
156,pronoun_to_noun_ratio,0.08596334376396961
157,adjective_noun_bigram_share,0.3048999309868875
158,finite_verbs_per_sentence,1.4735272184936614
159,nouns_per_sentence,8.340790454884415
160,adjectives_per_sentence,3.52386278896346
161,formulaic_lemma_4_6_repeat_index,0.02795989870607417
162,formulaic_slot_4_6_repeat_index,0.4336455406389843
163,formulaic_lemma_top10_coverage,0.0005307524196066188
164,formulaic_slot_top10_coverage,0.02474416345786936
165,pos_transition_entropy,0.7156293473629678
166,deprel_transition_entropy,0.7651380252238048
167,joint_pos_deprel_transition_entropy,0.7266963386203968
168,passive_construction_share,0.4306487695749441
169,impersonal_construction_share,0.11167039522744221
170,passive_impersonal_index,0.27115958240119314
171,nested_parentheses_share,0.005219985085756898
172,parenthetical_insertion_share,0.22800149142431023
173,dash_insertion_share,0.18269947800149142
174,quote_block_share,0.21066368381804623
175,parcellation_fragment_share,0.05089485458612975
186,abstract_lexicon_density_per_100w,7.867408070123781
187,concrete_lexicon_density_per_100w,1.0520832153656245
188,abstract_to_concrete_ratio,7.477933261571582
189,sentence_abstractness_mean,0.5403394577499723
190,sentence_abstractness_std,0.4811183039028093
191,lexical_density_content_share,0.7543547904831063
192,mean_word_length_chars,6.550228525052326
193,median_word_length_chars,6.0
194,mean_sentence_length_tokens,21.82233407904549
195,median_sentence_length_tokens,19.0
196,sentence_type_colon_share,0.1575316927665921
197,sentence_type_dash_share,0.3131991051454139
198,sentence_type_parenthesis_share,0.2483221476510067
199,sentence_type_quote_share,0.2632363907531693
200,pos_at_3_VERB_share,0.16158127038956055
201,pos_at_4_ADJ_share,0.1537116206762534
202,pos_at_1_NOUN_share,0.20813888370356542
203,pos_at_2_NOUN_share,0.38056450085243415
204,pos_at_3_NOUN_share,0.3607752830550758
205,pos_at_4_NOUN_share,0.34123591138748544
206,pos_at_1_VERB_share,0.076162030987493
207,pos_at_2_VERB_share,0.11460503883311234
208,pos_at_4_VERB_share,0.16673144189661873
209,pos_at_1_ADJ_share,0.1635243606496173
210,pos_at_2_ADJ_share,0.15987876491759803
211,pos_at_3_ADJ_share,0.14200729226635964
212,pos_pattern_VERB_ADJ_ADJ_share,0.0009595087315294569
213,pos_pattern_NOUN_VERB_NOUN_share,0.010554596046824027
214,pos_pattern_ADJ_NOUN_VERB_share,0.03185568988677797
215,pos_position_profile_entropy_1_4,0.753806161957058
216,global_reliability_index,0.5963700440528635
217,reliability_high_share,0.2599118942731278
218,reliability_medium_share,0.7312775330396476
219,reliability_low_share,0.00881057268722467
220,morph_features_per_token_mean,3.1633676476869845
221,abstract_nominal_suffix_share,0.1924005364327224
222,noun_to_verb_ratio,3.1491518265643696
223,nominal_predicate_share,0.17319164802386278
224,prepredicate_span_mean,4.220310136157337
225,fronted_adverbial_share,0.517337807606264
226,sentence_initial_eto_count,75.0
227,sentence_initial_eto_share,0.013982102908277404
228,eto_sentence_chain_max,2.0
229,eto_predicate_mode_share,0.04054054054054054
230,specificichn_family_count,2.0
231,word_family_dopoln_count,38.0
232,word_family_odnovrem_count,36.0
233,word_family_klyuchev_count,28.0
234,word_family_ramka_count,99.0
235,word_family_fiks_count,24.0
236,word_family_fokus_count,13.0
237,sentence_initial_demonstrative_count,136.0
238,sentence_initial_demonstrative_share,0.02535421327367636
239,demonstrative_sentence_chain_max,2.0
240,demonstrative_predicate_mode_share,0.037037037037037035
241,sentence_initial_pronoun_3p_count,43.0
242,sentence_initial_pronoun_3p_share,0.00801640566741238
243,pronoun_3p_sentence_chain_max,2.0
244,exact_word_dopolnitelno_count,6.0
245,exact_word_odnovremenno_count,29.0
246,exact_word_klyuchevoy_count,5.0
247,exact_word_ramka_count,1.0
248,exact_word_fiksirovat_count,0.0
249,exact_word_fokus_count,1.0
250,exact_word_fundamentalny_count,1.0
251,exact_word_analogichno_count,3.0
252,exact_word_domen_count,0.0
253,exact_word_token_count,0.0
254,exact_word_effekt_count,13.0
255,word_family_fundamentaln_count,5.0
256,word_family_analogichn_count,11.0
257,word_family_domen_count,1.0
258,word_family_token_count,0.0
259,word_family_effekt_count,41.0
9999,pos_schema_repeated_sentence_share,0.0496546574575322
9999,pos_schema_repeat_excess,0.036027627403397426
9999,pos_schema_top10_coverage,0.020907224192645138
9999,pos_schema_compact_repeated_sentence_share,0.0496546574575322
9999,pos_schema_compact_repeat_excess,0.036027627403397426
9999,pos_schema_compact_top10_coverage,0.020907224192645138
